"count","city","county","road","number","type","type2","area","area2","GeoJson"
14,"台南市","安南區","東和段","167-20","都市計畫農業區",1187.13,1187.13,,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.23148760495,23.050300525598],[120.23203825836,23.050580931218],[120.23201079951,23.050747877603],[120.23140515947,23.050439480654],[120.2314517346,23.050361196738],[120.23148760495,23.050300525598]]]]},""properties"":{""縣市"":""台南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":1670020,""ymax"":23.050747877603,""ymin"":23.050300525598,""xmax"":120.23203825836,""xmin"":120.23140515947,""xcenter"":120.23172170892,""ycenter"":23.050524201601}}]}"
15,"台南市","安南區","東和段","167-21","都市計畫農業區",1074.07,1074.07,,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.23157004886,23.050161815829],[120.23206571713,23.050413984824],[120.23203825836,23.050580931218],[120.23148760495,23.050300525598],[120.2315652323,23.050169643452],[120.23157004886,23.050161815829]]]]},""properties"":{""縣市"":""台南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":1670021,""ymax"":23.050580931218,""ymin"":23.050161815829,""xmax"":120.23206571713,""xmin"":120.23148760495,""xcenter"":120.23177666104,""ycenter"":23.050371373524}}]}"
16,"台南市","安南區","東和段","167-22","都市計畫農業區",1044.2,1044.2,,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.23209812176,23.050216394348],[120.23206571713,23.050413984824],[120.23157004886,23.050161815829],[120.23165249399,23.050022860672],[120.23209812176,23.050216394348]]]]},""properties"":{""縣市"":""台南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":1670022,""ymax"":23.050413984824,""ymin"":23.050022860672,""xmax"":120.23209812176,""xmin"":120.23157004886,""xcenter"":120.23183408531,""ycenter"":23.050218422748}}]}"
17,"台南市","安南區","東和段","167-4","都市計畫農業區",1254.16,1254.16,,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.23124482228,23.050709071041],[120.23115809409,23.050855120124],[120.23109144286,23.050967163878],[120.23099614988,23.0511274012],[120.23099272152,23.051124195046],[120.23098902804,23.051120987601],[120.23098533456,23.051117780157],[120.2309819062,23.051114574003],[120.23097821272,23.051111366558],[120.23097478436,23.051108160403],[120.23097109088,23.051104952959],[120.23096766252,23.051101746803],[120.23096396904,23.051098539359],[120.23096054068,23.051095333203],[120.2309568472,23.051092125758],[120.23095341884,23.051088919603],[120.23094972537,23.051085712157],[120.230946297,23.051082506002],[120.23094286864,23.051079299847],[120.23093917656,23.051075847063],[120.2309357482,23.051072640908],[120.23093205472,23.051069433462],[120.23092862636,23.051066227306],[120.230925198,23.051063021149],[120.23092150453,23.051059813704],[120.23091807617,23.051056607548],[120.23091438409,23.051053154764],[120.23091095573,23.051049948608],[120.23090752737,23.051046742451],[120.23090383389,23.051043535005],[120.23090040693,23.05104008351],[120.23089697857,23.051036877354],[120.23089328509,23.051033669908],[120.23088985673,23.05103046375],[120.23088642977,23.051027012256],[120.23088300141,23.051023806099],[120.23087930794,23.051020598652],[120.23087587958,23.051017392496],[120.23087245261,23.051013941],[120.23086875914,23.051010733554],[120.23086533078,23.051007527396],[120.23086190382,23.051004075901],[120.23085847546,23.051000869743],[120.23085504711,23.050997663586],[120.23085135503,23.0509942108],[120.23084792667,23.050991004643],[120.23084449831,23.050987798485],[120.23084107135,23.050984346989],[120.23083764299,23.050981140832],[120.23083421603,23.050977689335],[120.23083052256,23.050974481888],[120.2308270942,23.050971275729],[120.23082366724,23.050967824234],[120.23082023889,23.050964618075],[120.23081681192,23.050961166579],[120.23081338357,23.05095796042],[120.23102699208,23.050598342747],[120.23124482228,23.050709071041]]]]},""properties"":{""縣市"":""台南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":1670004,""ymax"":23.0511274012,""ymin"":23.050598342747,""xmax"":120.23124482228,""xmin"":120.23081338357,""xcenter"":120.23102910292,""ycenter"":23.050862871974}}]}"
18,"台南市","安南區","東和段","167-5","都市計畫農業區",1017.2,1017.2,,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.23102699208,23.050598342747],[120.23081338357,23.05095796042],[120.23080995661,23.050954508924],[120.23080626453,23.050951056138],[120.23080283618,23.050947849979],[120.23079940921,23.050944398482],[120.23079598225,23.050940946986],[120.23079228879,23.050937739537],[120.23078886182,23.050934288041],[120.23078543486,23.050930836543],[120.23078200651,23.050927630385],[120.23077857955,23.050924178887],[120.23077515259,23.050920727391],[120.23077146052,23.050917274603],[120.23076803216,23.050914068444],[120.2307646052,23.050910616947],[120.23076117824,23.05090716545],[120.23075775129,23.050903713952],[120.23075432293,23.050900507793],[120.23075089597,23.050897056295],[120.23074746901,23.050893604797],[120.23074404206,23.050890153299],[120.23074034998,23.050886700511],[120.23073692163,23.050883494352],[120.23073349467,23.050880042853],[120.23073006772,23.050876591356],[120.23072664076,23.050873139857],[120.2307232138,23.05086968836],[120.23071978684,23.050866236861],[120.23071635989,23.050862785363],[120.23071293293,23.050859333864],[120.23070950458,23.050856127704],[120.23070607762,23.050852676205],[120.23070265067,23.050849224707],[120.23069948882,23.050845774498],[120.23069606187,23.050842322999],[120.23069263491,23.050838871501],[120.23068920796,23.050835420001],[120.230685781,23.050831968503],[120.23068235405,23.050828517003],[120.23067892709,23.050825065505],[120.23067550013,23.050821614005],[120.23067207318,23.050818162507],[120.23066864623,23.050814711007],[120.23066548438,23.050811260797],[120.23066205743,23.050807809298],[120.23065863048,23.050804357798],[120.23065520352,23.050800906299],[120.23065177657,23.050797454799],[120.23064861473,23.05079400459],[120.23064518917,23.050790307752],[120.23064176221,23.050786856252],[120.23081735843,23.050491579547],[120.23102699208,23.050598342747]]]]},""properties"":{""縣市"":""台南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":1670005,""ymax"":23.05095796042,""ymin"":23.050491579547,""xmax"":120.23102699208,""xmin"":120.23064176221,""xcenter"":120.23083437715,""ycenter"":23.050724769983}}]}"
19,"台南市","安南區","東和段","168-4","都市計畫農業區",157.49,157.49,,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.23093583392,23.05115090627],[120.2308883615,23.051107004011],[120.23084512118,23.051064839737],[120.23078766649,23.051004696142],[120.23081338357,23.05095796042],[120.23081681192,23.050961166579],[120.23082023889,23.050964618075],[120.23082366724,23.050967824234],[120.2308270942,23.050971275729],[120.23083052256,23.050974481888],[120.23083421603,23.050977689335],[120.23083764299,23.050981140832],[120.23084107135,23.050984346989],[120.23084449831,23.050987798485],[120.23084792667,23.050991004643],[120.23085135503,23.0509942108],[120.23085504711,23.050997663586],[120.23085847546,23.051000869743],[120.23086190382,23.051004075901],[120.23086533078,23.051007527396],[120.23086875914,23.051010733554],[120.23087245261,23.051013941],[120.23087587958,23.051017392496],[120.23087930794,23.051020598652],[120.23088300141,23.051023806099],[120.23088642977,23.051027012256],[120.23088985673,23.05103046375],[120.23089328509,23.051033669908],[120.23089697857,23.051036877354],[120.23090040693,23.05104008351],[120.23090383389,23.051043535005],[120.23090752737,23.051046742451],[120.23091095573,23.051049948608],[120.23091438409,23.051053154764],[120.23091807617,23.051056607548],[120.23092150453,23.051059813704],[120.230925198,23.051063021149],[120.23092862636,23.051066227306],[120.23093205472,23.051069433462],[120.2309357482,23.051072640908],[120.23093917656,23.051075847063],[120.23094286864,23.051079299847],[120.230946297,23.051082506002],[120.23094972537,23.051085712157],[120.23095341884,23.051088919603],[120.2309568472,23.051092125758],[120.23096054068,23.051095333203],[120.23096396904,23.051098539359],[120.23096766252,23.051101746803],[120.23097109088,23.051104952959],[120.23097478436,23.051108160403],[120.23097821272,23.051111366558],[120.2309819062,23.051114574003],[120.23098533456,23.051117780157],[120.23098902804,23.051120987601],[120.23099272152,23.051124195046],[120.23099614988,23.0511274012],[120.23096643523,23.051177797679],[120.23093583392,23.05115090627]]]]},""properties"":{""縣市"":""台南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":1680004,""ymax"":23.051177797679,""ymin"":23.05095796042,""xmax"":120.23099614988,""xmin"":120.23078766649,""xcenter"":120.23089190819,""ycenter"":23.051067879049}}]}"
20,"台南市","安南區","東和段","168-5","都市計畫農業區",113.16,113.16,,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.23070759332,23.050912547676],[120.2306251663,23.05081474479],[120.23064176221,23.050786856252],[120.23064518917,23.050790307752],[120.23064861473,23.05079400459],[120.23065177657,23.050797454799],[120.23065520352,23.050800906299],[120.23065863048,23.050804357798],[120.23066205743,23.050807809298],[120.23066548438,23.050811260797],[120.23066864623,23.050814711007],[120.23067207318,23.050818162507],[120.23067550013,23.050821614005],[120.23067892709,23.050825065505],[120.23068235405,23.050828517003],[120.230685781,23.050831968503],[120.23068920796,23.050835420001],[120.23069263491,23.050838871501],[120.23069606187,23.050842322999],[120.23069948882,23.050845774498],[120.23070265067,23.050849224707],[120.23070607762,23.050852676205],[120.23070950458,23.050856127704],[120.23071293293,23.050859333864],[120.23071635989,23.050862785363],[120.23071978684,23.050866236861],[120.2307232138,23.05086968836],[120.23072664076,23.050873139857],[120.23073006772,23.050876591356],[120.23073349467,23.050880042853],[120.23073692163,23.050883494352],[120.23074034998,23.050886700511],[120.23074404206,23.050890153299],[120.23074746901,23.050893604797],[120.23075089597,23.050897056295],[120.23075432293,23.050900507793],[120.23075775129,23.050903713952],[120.23076117824,23.05090716545],[120.2307646052,23.050910616947],[120.23076803216,23.050914068444],[120.23077146052,23.050917274603],[120.23077515259,23.050920727391],[120.23077857955,23.050924178887],[120.23078200651,23.050927630385],[120.23078543486,23.050930836543],[120.23078886182,23.050934288041],[120.23079228879,23.050937739537],[120.23079598225,23.050940946986],[120.23079940921,23.050944398482],[120.23080283618,23.050947849979],[120.23080626453,23.050951056138],[120.23080995661,23.050954508924],[120.23081338357,23.05095796042],[120.23078766649,23.051004696142],[120.23070759332,23.050912547676]]]]},""properties"":{""縣市"":""台南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":1680005,""ymax"":23.051004696142,""ymin"":23.050786856252,""xmax"":120.23081338357,""xmin"":120.2306251663,""xcenter"":120.23071927493,""ycenter"":23.050895776197}}]}"
21,"台南市","安南區","東和段","167-6","都市計畫農業區",988.56,988.56,,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.23091024284,23.050335256114],[120.23133770636,23.050552747353],[120.23124482228,23.050709071041],[120.23102699208,23.050598342747],[120.23081735843,23.050491579547],[120.23091024284,23.050335256114]]]]},""properties"":{""縣市"":""台南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":1670006,""ymax"":23.050709071041,""ymin"":23.050335256114,""xmax"":120.23133770636,""xmin"":120.23081735843,""xcenter"":120.2310775324,""ycenter"":23.050522163577}}]}"
22,"台南市","安南區","東和段","167-7","都市計畫農業區",1210.47,1210.47,,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.23102400637,23.050143704526],[120.2314517346,23.050361196738],[120.23133770636,23.050552747353],[120.23091024284,23.050335256114],[120.23102400637,23.050143704526]]]]},""properties"":{""縣市"":""台南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":1670007,""ymax"":23.050552747353,""ymin"":23.050143704526,""xmax"":120.2314517346,""xmin"":120.23091024284,""xcenter"":120.23118098872,""ycenter"":23.05034822594}}]}"
23,"台南市","安南區","東和段","167-8","都市計畫農業區",1210.46,1210.46,,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.23113803469,23.04995215413],[120.2315652323,23.050169643452],[120.2314517346,23.050361196738],[120.23102400637,23.050143704526],[120.23113803469,23.04995215413]]]]},""properties"":{""縣市"":""台南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":1670008,""ymax"":23.050361196738,""ymin"":23.04995215413,""xmax"":120.2315652323,""xmin"":120.23102400637,""xcenter"":120.23129461934,""ycenter"":23.050156675434}}]}"
24,"台南市","安南區","東和段","167-9","都市計畫農業區",847.34,847.34,,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.2312100419,23.049830567928],[120.23165249399,23.050022860672],[120.2315652323,23.050169643452],[120.23113803469,23.04995215413],[120.2312100419,23.049830567928]]]]},""properties"":{""縣市"":""台南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":1670009,""ymax"":23.050169643452,""ymin"":23.049830567928,""xmax"":120.23165249399,""xmin"":120.23113803469,""xcenter"":120.23139526434,""ycenter"":23.05000010569}}]}"
25,"台南市","安南區","東和段","167-10","都市計畫農業區",1779.04,1779.04,,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.23070303187,23.049988802801],[120.2309168939,23.050097794809],[120.23055848003,23.050699598991],[120.23055531959,23.050695903442],[120.23055189264,23.05069245194],[120.2305487308,23.050689001729],[120.23054530385,23.050685550227],[120.23054214341,23.050681854677],[120.23053898158,23.050678404466],[120.23053555463,23.050674952963],[120.23053239419,23.050671257413],[120.23052896724,23.050667805911],[120.23052580541,23.050664355699],[120.23052264497,23.050660660149],[120.23051921802,23.050657208647],[120.23051605758,23.050653513096],[120.23051289575,23.050650062885],[120.2305094688,23.050646611382],[120.23050630836,23.050642915831],[120.23050314653,23.050639465619],[120.23049972098,23.050635768778],[120.23049655914,23.050632318565],[120.23049339731,23.050628868353],[120.23049023687,23.050625172802],[120.23048680993,23.050621721298],[120.23048364949,23.050618025748],[120.23048048766,23.050614575535],[120.23047732722,23.050610879984],[120.23047390027,23.050607428481],[120.23047073984,23.05060373293],[120.230467578,23.050600282717],[120.23046441757,23.050596587166],[120.23046125574,23.050593136952],[120.2304580953,23.0505894414],[120.23045466836,23.050585989897],[120.23045150792,23.050582294345],[120.23044834609,23.050578844132],[120.23044518565,23.050575148581],[120.23044202522,23.050571453029],[120.23043886339,23.050568002816],[120.23043570295,23.050564307264],[120.23043254112,23.050560857049],[120.23042938069,23.050557161497],[120.2303957405,23.050505230043],[120.23070303187,23.049988802801]]]]},""properties"":{""縣市"":""台南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":1670010,""ymax"":23.050699598991,""ymin"":23.049988802801,""xmax"":120.2309168939,""xmin"":120.2303957405,""xcenter"":120.2306563172,""ycenter"":23.050344200896}}]}"
26,"台南市","安南區","東和段","167-11","都市計畫農業區",1448.97,1448.97,,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.2304894339,23.04988005714],[120.23070303187,23.049988802801],[120.2303957405,23.050505230043],[120.23025093687,23.050280525512],[120.2304894339,23.04988005714]]]]},""properties"":{""縣市"":""台南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":1670011,""ymax"":23.050505230043,""ymin"":23.04988005714,""xmax"":120.23070303187,""xmin"":120.23025093687,""xcenter"":120.23047698437,""ycenter"":23.050192643592}}]}"
27,"台南市","安南區","東和段","167-12","都市計畫農業區",2118.36,2118.36,,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.2309168939,23.050097794809],[120.23070303187,23.049988802801],[120.2304894339,23.04988005714],[120.23065271563,23.049605574935],[120.23068055196,23.049559094878],[120.2306969707,23.049562364241],[120.23083448539,23.049623388014],[120.23112300099,23.049751634404],[120.2309168939,23.050097794809]]]]},""properties"":{""縣市"":""台南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":1670012,""ymax"":23.050097794809,""ymin"":23.049559094878,""xmax"":120.23112300099,""xmin"":120.2304894339,""xcenter"":120.23080621745,""ycenter"":23.049828444843}}]}"
28,"台南市","安南區","東和段","167-13","都市計畫農業區",847.34,847.34,,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.23068055196,23.049559094878],[120.23065271563,23.049605574935],[120.2304894339,23.04988005714],[120.23025093687,23.050280525512],[120.23019469944,23.050192909032],[120.23058363162,23.049539241071],[120.23068055196,23.049559094878]]]]},""properties"":{""縣市"":""台南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":1670013,""ymax"":23.050280525512,""ymin"":23.049539241071,""xmax"":120.23068055196,""xmin"":120.23019469944,""xcenter"":120.2304376257,""ycenter"":23.049909883291}}]}"
29,"台南市","安南區","東和段","167-16","都市計畫農業區",1242.76,1242.76,,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.23012032699,23.05007748029],[120.23009903848,23.050044745797],[120.23041971086,23.049506303208],[120.23042236197,23.04950631611],[120.23055556197,23.049533461556],[120.23058363162,23.049539241071],[120.23019469944,23.050192909032],[120.23017814105,23.050167557917],[120.23012032699,23.05007748029]]]]},""properties"":{""縣市"":""台南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":1670016,""ymax"":23.050192909032,""ymin"":23.049506303208,""xmax"":120.23058363162,""xmin"":120.23009903848,""xcenter"":120.23034133505,""ycenter"":23.04984960612}}]}"
30,"台南市","安南區","東和段","167-17","都市計畫農業區",117,117,,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.23008905351,23.050028995121],[120.2304006257,23.04950571963],[120.23041971086,23.049506303208],[120.23009903848,23.050044745797],[120.23008905351,23.050028995121]]]]},""properties"":{""縣市"":""台南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":1670017,""ymax"":23.050044745797,""ymin"":23.04950571963,""xmax"":120.23041971086,""xmin"":120.23008905351,""xcenter"":120.23025438218,""ycenter"":23.049775232714}}]}"
31,"台南市","安南區","東和段","168-6","都市計畫農業區",29.87,29.87,,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.2305145689,23.050682211177],[120.23046275439,23.050609336993],[120.23042938069,23.050557161497],[120.23043254112,23.050560857049],[120.23043570295,23.050564307264],[120.23043886339,23.050568002816],[120.23044202522,23.050571453029],[120.23044518565,23.050575148581],[120.23044834609,23.050578844132],[120.23045150792,23.050582294345],[120.23045466836,23.050585989897],[120.2304580953,23.0505894414],[120.23046125574,23.050593136952],[120.23046441757,23.050596587166],[120.230467578,23.050600282717],[120.23047073984,23.05060373293],[120.23047390027,23.050607428481],[120.23047732722,23.050610879984],[120.23048048766,23.050614575535],[120.23048364949,23.050618025748],[120.23048680993,23.050621721298],[120.23049023687,23.050625172802],[120.23049339731,23.050628868353],[120.23049655914,23.050632318565],[120.23049972098,23.050635768778],[120.23050314653,23.050639465619],[120.23050630836,23.050642915831],[120.2305094688,23.050646611382],[120.23051289575,23.050650062885],[120.23051605758,23.050653513096],[120.23051921802,23.050657208647],[120.23052264497,23.050660660149],[120.23052580541,23.050664355699],[120.23052896724,23.050667805911],[120.23053239419,23.050671257413],[120.23053555463,23.050674952963],[120.23053898158,23.050678404466],[120.23054214341,23.050681854677],[120.23054530385,23.050685550227],[120.2305487308,23.050689001729],[120.23055189264,23.05069245194],[120.23055531959,23.050695903442],[120.23055848003,23.050699598991],[120.23054589844,23.05072088275],[120.2305145689,23.050682211177]]]]},""properties"":{""縣市"":""台南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":1680006,""ymax"":23.05072088275,""ymin"":23.050557161497,""xmax"":120.23055848003,""xmin"":120.23042938069,""xcenter"":120.23049393036,""ycenter"":23.050639022123}}]}"
32,"台南市","安南區","東和段","172-3","都市計畫農業區",327.09,327.09,,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.22988433299,23.04971125823],[120.23016080838,23.049578891678],[120.22998708731,23.049870741989],[120.22988433299,23.04971125823]]]]},""properties"":{""縣市"":""台南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":1720003,""ymax"":23.049870741989,""ymin"":23.049578891678,""xmax"":120.23016080838,""xmin"":120.22988433299,""xcenter"":120.23002257069,""ycenter"":23.049724816833}}]}"
33,"台南市","安南區","東和段","172-4","都市計畫農業區",945.19,945.19,,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.23016080838,23.049578891678],[120.23031898424,23.049503114153],[120.2304006257,23.04950571963],[120.23008905351,23.050028995121],[120.22998708731,23.049870741989],[120.23016080838,23.049578891678]]]]},""properties"":{""縣市"":""台南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":1720004,""ymax"":23.050028995121,""ymin"":23.049503114153,""xmax"":120.2304006257,""xmin"":120.22998708731,""xcenter"":120.2301938565,""ycenter"":23.049766054637}}]}"
34,"台南市","安南區","東和段","172-9","都市計畫農業區",330.64,330.64,,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.2300377719,23.049536093332],[120.23019881948,23.049514796429],[120.23016080838,23.049578891678],[120.22988433299,23.04971125823],[120.22983440286,23.049633486132],[120.2300377719,23.049536093332]]]]},""properties"":{""縣市"":""台南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":1720009,""ymax"":23.04971125823,""ymin"":23.049514796429,""xmax"":120.23019881948,""xmin"":120.22983440286,""xcenter"":120.23001661117,""ycenter"":23.049613027329}}]}"
35,"台南市","安南區","東和段","172-10","都市計畫農業區",43.37,43.37,,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.23029327131,23.049502498301],[120.23031898424,23.049503114153],[120.23016080838,23.049578891678],[120.23019881948,23.049514796429],[120.23029327131,23.049502498301]]]]},""properties"":{""縣市"":""台南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":1720010,""ymax"":23.049578891678,""ymin"":23.049502498301,""xmax"":120.23031898424,""xmin"":120.23016080838,""xcenter"":120.23023989631,""ycenter"":23.049540694989}}]}"
36,"台南市","安南區","東和段","166","都市計畫農業區",1020.78,1020.78,,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.23168813587,23.050002424904],[120.23171272314,23.049921089923],[120.23163248289,23.049858382468],[120.23164943825,23.049813812119],[120.23220643803,23.050050085919],[120.23216574061,23.050214023928],[120.23168813587,23.050002424904]]]]},""properties"":{""縣市"":""台南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":1660000,""ymax"":23.050214023928,""ymin"":23.049813812119,""xmax"":120.23220643803,""xmin"":120.23163248289,""xcenter"":120.23191946046,""ycenter"":23.050013918024}}]}"
37,"台南市","安南區","東和段","176","都市計畫農業區",865.54,865.54,,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.23083448539,23.049623388014],[120.2306969707,23.049562364241],[120.23042236197,23.04950631611],[120.23031898424,23.049503114153],[120.23056621582,23.049384834514],[120.23057575143,23.049386352982],[120.2306263136,23.049399602275],[120.23059989789,23.04947602129],[120.23081340095,23.049461357948],[120.23108105742,23.049574536911],[120.23106898438,23.049646364203],[120.23083448539,23.049623388014]]]]},""properties"":{""縣市"":""台南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":1760000,""ymax"":23.049646364203,""ymin"":23.049384834514,""xmax"":120.23108105742,""xmin"":120.23031898424,""xcenter"":120.23070002083,""ycenter"":23.049515599359}}]}"
38,"台南市","安南區","東和段","177","都市計畫農業區",90.4,90.4,,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.2306263136,23.049399602275],[120.23081340095,23.049461357948],[120.23059989789,23.04947602129],[120.2306263136,23.049399602275]]]]},""properties"":{""縣市"":""台南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":1770000,""ymax"":23.04947602129,""ymin"":23.049399602275,""xmax"":120.23081340095,""xmin"":120.23059989789,""xcenter"":120.23070664942,""ycenter"":23.049437811783}}]}"
39,"台南市","安南區","東和段","178","都市計畫農業區",1401.59,1401.59,,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.23081340095,23.049461357948],[120.2306263136,23.049399602275],[120.23064463938,23.049347187674],[120.23130711271,23.049029989329],[120.23129360338,23.049168052742],[120.2311392138,23.049230846407],[120.23110356405,23.049439461417],[120.23081340095,23.049461357948]]]]},""properties"":{""縣市"":""台南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":1780000,""ymax"":23.049461357948,""ymin"":23.049029989329,""xmax"":120.23130711271,""xmin"":120.2306263136,""xcenter"":120.23096671315,""ycenter"":23.049245673639}}]}"
40,"台南市","安南區","東和段","179","都市計畫農業區",219.56,219.56,,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.23081340095,23.049461357948],[120.23110356405,23.049439461417],[120.23108407394,23.049556886761],[120.23108105742,23.049574536911],[120.23081340095,23.049461357948]]]]},""properties"":{""縣市"":""台南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":1790000,""ymax"":23.049574536911,""ymin"":23.049439461417,""xmax"":120.23110356405,""xmin"":120.23081340095,""xcenter"":120.2309584825,""ycenter"":23.049506999164}}]}"
41,"台南市","安南區","東和段","180","都市計畫農業區",171.73,171.73,,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.23108105742,23.049574536911],[120.23108407394,23.049556886761],[120.23139634937,23.049702913013],[120.23137860226,23.049700127954],[120.23106898438,23.049646364203],[120.23108105742,23.049574536911]]]]},""properties"":{""縣市"":""台南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":1800000,""ymax"":23.049702913013,""ymin"":23.049556886761,""xmax"":120.23139634937,""xmin"":120.23106898438,""xcenter"":120.23123266688,""ycenter"":23.049629899887}}]}"
42,"台南市","安南區","東和段","181","都市計畫農業區",1113.99,1113.99,,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.23106898438,23.049646364203],[120.23137860226,23.049700127954],[120.23164943825,23.049813812119],[120.23163248289,23.049858382468],[120.23171272314,23.049921089923],[120.23168813587,23.050002424904],[120.23083448539,23.049623388014],[120.23106898438,23.049646364203]]]]},""properties"":{""縣市"":""台南市"",""鄉鎮"":""安南區"",""段名"":""東和段"",""地號"":1810000,""ymax"":23.050002424904,""ymin"":23.049623388014,""xmax"":120.23171272314,""xmin"":120.23083448539,""xcenter"":120.23127360426,""ycenter"":23.049812906459}}]}"
